Source,Target,Type
rx_347,sulfateacb,Directed
GDPacb,rx_348,Directed
GTPamb,rx_348,Directed
rx_348,GDPamb,Directed
rx_348,GTPacb,Directed
AKGamb,rx_349,Directed
malateacb,rx_349,Directed
rx_349,AKGacb,Directed
rx_349,malateamb,Directed
fumarateacb,rx_350,Directed
malateamb,rx_350,Directed
rx_350,fumarateamb,Directed
rx_350,malateacb,Directed
malateamb,rx_351,Directed
Piacb,rx_351,Directed
rx_351,malateacb,Directed
rx_351,Piamb,Directed
NHhamb,rx_352,Directed
rx_352,NHhacb,Directed
HhOamb,rx_353,Directed
rx_353,HhOacb,Directed
Ohacb,rx_354,Directed
rx_354,Ohamb,Directed
CoAacb,rx_355,Directed
rx_355,CoAamb,Directed
COhamb,rx_356,Directed
rx_356,COhacb,Directed
Hfacb,rx_357,Directed
pyruvateacb,rx_357,Directed
rx_357,Hfamb,Directed
rx_357,pyruvateamb,Directed
ureaamb,rx_358,Directed
rx_358,ureaacb,Directed
glutamateamb,rx_359,Directed
prolineacb,rx_359,Directed
rx_359,glutamateacb,Directed
rx_359,prolineamb,Directed
citrateamb,rx_360,Directed
malateacb,rx_360,Directed
rx_360,citrateacb,Directed
rx_360,malateamb,Directed
Hfacb,rx_361,Directed
Piacb,rx_361,Directed
rx_361,Hfamb,Directed
rx_361,Piamb,Directed
glutamineacb,rx_362,Directed
Hfacb,rx_362,Directed
rx_362,glutamineamb,Directed
rx_362,Hfamb,Directed
alanineamb,rx_363,Directed
rx_363,alanineacb,Directed
serineamb,rx_364,Directed
rx_364,serineacb,Directed
glycineamb,rx_365,Directed
rx_365,glycineacb,Directed
Hfacb,rx_366,Directed
prolineamb,rx_366,Directed
rx_366,Hfamb,Directed
rx_366,prolineacb,Directed
_hcoxobutyrateacb,rx_367,Directed
Hfacb,rx_367,Directed
rx_367,_hcoxobutyrateamb,Directed
rx_367,Hfamb,Directed
propanoylcCoAamb,rx_368,Directed
rx_368,propanoylcCoAacb,Directed
Hfacb,rx_369,Directed
lysineacb,rx_369,Directed
ornithineamb,rx_369,Directed
rx_369,Hfamb,Directed
rx_369,lysineamb,Directed
rx_369,ornithineacb,Directed
arginineamb,rx_370,Directed
Hfacb,rx_370,Directed
ornithineacb,rx_370,Directed
rx_370,arginineacb,Directed
rx_370,Hfamb,Directed
rx_370,ornithineamb,Directed
arginineacb,rx_371,Directed
Hfacb,rx_371,Directed
rx_371,arginineamb,Directed
rx_371,Hfamb,Directed
ADPacb,rx_372,Directed
ATPamb,rx_372,Directed
rx_372,ADPamb,Directed
rx_372,ATPacb,Directed
Hfamb,rx_373,Directed
thioredoxinamb,rx_373,Directed
rx_373,Hfacb,Directed
rx_373,thioredoxinacb,Directed
Hfacb,rx_374,Directed
oxidized_thioredoxinacb,rx_374,Directed
rx_374,Hfamb,Directed
rx_374,oxidized_thioredoxinamb,Directed
glyoxalateacb,rx_375,Directed
rx_375,glyoxalateamb,Directed
_hcoxochcmethylvalerateacb,rx_376,Directed
Hfacb,rx_376,Directed
rx_376,_hcoxochcmethylvalerateamb,Directed
rx_376,Hfamb,Directed
_hcmethylchcoxopentanoateacb,rx_377,Directed
Hfacb,rx_377,Directed
rx_377,_hcmethylchcoxopentanoateamb,Directed
rx_377,Hfamb,Directed
Hfacb,rx_378,Directed
rx_378,Hfanb,Directed
PPianb,rx_379,Directed
rx_379,PPiacb,Directed
NADfanb,rx_380,Directed
rx_380,NADfacb,Directed
ATPacb,rx_381,Directed
rx_381,ATPanb,Directed
nicotinamide_Dcribonucleotideacb,rx_382,Directed
rx_382,nicotinamide_Dcribonucleotideanb,Directed
HhOacb,rx_383,Directed
rx_383,HhOagb,Directed
UDPcglucuronateacb,rx_384,Directed
UMPagb,rx_384,Directed
rx_384,UDPcglucuronateagb,Directed
rx_384,UMPacb,Directed
UDPcNcacetylglucosamineacb,rx_385,Directed
UMPagb,rx_385,Directed
rx_385,UDPcNcacetylglucosamineagb,Directed
rx_385,UMPacb,Directed
PAPSacb,rx_386,Directed
rx_386,PAPSagb,Directed
acetateagb,rx_387,Directed
rx_387,acetateacb,Directed
PAPagb,rx_388,Directed
rx_388,PAPacb,Directed
Piagb,rx_389,Directed
rx_389,Piacb,Directed
carbamoylcphosphateacb,rx_390,Directed
Piacb,rx_390,Directed
PPiacb,rx_390,Directed
rx_390,carbamoylcphosphatearb,Directed
rx_390,Piarb,Directed
rx_390,PPiarb,Directed
rx_391,glucoseasb,Directed
rx_392,histidineasb,Directed
rx_393,isoleucineasb,Directed
rx_394,leucineasb,Directed
rx_395,lysineasb,Directed
rx_396,methionineasb,Directed
rx_397,phenylalanineasb,Directed
rx_398,threonineasb,Directed
rx_399,tryptophanasb,Directed
rx_400,valineasb,Directed
HhOasb,rx_401,Directed
rx_402,Ohasb,Directed
COhasb,rx_403,Directed
alanineasb,rx_404,Directed
rx_405,glutamineasb,Directed
tyrosineasb,rx_406,Directed
rx_407,arginineasb,Directed
rx_408,glycineasb,Directed
prolineasb,rx_409,Directed
rx_410,serineasb,Directed
aspartateasb,rx_411,Directed
glutamateasb,rx_412,Directed
rx_413,Piasb,Directed
NHhasb,rx_414,Directed
sulfateasb,rx_415,Directed
HCOhcasb,rx_416,Directed
Hfasb,rx_417,Directed
rx_418,cholineasb,Directed
ornithineasb,rx_419,Directed
pyruvateasb,rx_420,Directed
Lclactateasb,rx_421,Directed
rx_422,pantothenateasb,Directed
rx_423,inositolasb,Directed
rx_424,cystineasb,Directed
rx_425,nicotinamideasb,Directed
serotoninasb,rx_426,Directed
rx_427,taurineasb,Directed
ureaasb,rx_428,Directed
ATPacb,rx_429,Directed
HhOacb,rx_429,Directed
rx_429,ADPacb,Directed
rx_429,Piacb,Directed
glutamateacb,rx_430,Directed
rx_430,glutamateasb,Directed
Lclactateacb,rx_431,Directed
rx_431,Lclactateasb,Directed
cysteineacb,rx_432,Directed
GSHacb,rx_432,Directed
rx_432,alanineacb,Directed
rx_432,ScSulfanylglutathioneacb,Directed
HhOacb,rx_433,Directed
Ohacb,rx_433,Directed
ScSulfanylglutathioneacb,rx_433,Directed
rx_433,GSHacb,Directed
rx_433,sulfiteacb,Directed
alanineacb,rx_434,Directed
arginineacb,rx_435,Directed
asparagineacb,rx_436,Directed
aspartateacb,rx_437,Directed
cysteineacb,rx_438,Directed
glutamateacb,rx_439,Directed
glutamineacb,rx_440,Directed
glycineacb,rx_441,Directed
histidineacb,rx_442,Directed
isoleucineacb,rx_443,Directed
leucineacb,rx_444,Directed
lysineacb,rx_445,Directed
methionineacb,rx_446,Directed
phenylalanineacb,rx_447,Directed
prolineacb,rx_448,Directed
serineacb,rx_449,Directed
threonineacb,rx_450,Directed
tryptophanacb,rx_451,Directed
tyrosineacb,rx_452,Directed
valineacb,rx_453,Directed
cholesterolacb,rx_454,Directed
glycogenacb,rx_455,Directed
dAMPacb,rx_456,Directed
dCMPacb,rx_457,Directed
dGMPacb,rx_458,Directed
dTMPacb,rx_459,Directed
AMPacb,rx_460,Directed
CMPacb,rx_461,Directed
GMPacb,rx_462,Directed
UMPacb,rx_463,Directed
ATPacb,rx_464,Directed
margaric_acidacb,rx_465,Directed
myristic_acidacb,rx_466,Directed
oleateacb,rx_467,Directed
palmitateacb,rx_468,Directed
pentadecylic_acidacb,rx_469,Directed
sncglycerolchcphosphateacb,rx_470,Directed
stearateacb,rx_471,Directed
rx_472,AMPacb,Directed
rx_473,PPiacb,Directed
HhOacb,rx_474,Directed
rx_475,Piacb,Directed
dSecdihydroorotateacb,rx_476,Directed
_hghcbisphosphocDcglycerateacb,rx_477,Directed
_hcphosphocDcglycerateacb,rx_478,Directed
_hcphosphoserineacb,rx_479,Directed
acetylcCoAacb,rx_480,Directed
ADPacb,rx_481,Directed
AKGacb,rx_482,Directed
citrateacb,rx_483,Directed
CoAacb,rx_484,Directed
CTPacb,rx_485,Directed
DHAPacb,rx_486,Directed
fructosechghcbisphosphateacb,rx_487,Directed
fructosechcphosphateacb,rx_488,Directed
fumarateacb,rx_489,Directed
GAPacb,rx_490,Directed
GDPacb,rx_491,Directed
glucosechcphosphateacb,rx_492,Directed
GSHacb,rx_493,Directed
GSSGacb,rx_494,Directed
GTPacb,rx_495,Directed
isocitrateacb,rx_496,Directed
malateacb,rx_497,Directed
NADfacb,rx_498,Directed
NADHacb,rx_499,Directed
NADPfacb,rx_500,Directed
NADPHacb,rx_501,Directed
phenylpyruvateacb,rx_502,Directed
pyruvateacb,rx_503,Directed
ribosechcphosphateacb,rx_504,Directed
taurineacb,rx_505,Directed
UDPacb,rx_506,Directed
UDPcglucoseacb,rx_507,Directed
UDPcglucuronateacb,rx_508,Directed
UDPcNcacetylglucosamineacb,rx_509,Directed
UTPacb,rx_510,Directed
rx_511,_hghcdimethylchhalphacformylchalphaccholestachcenchbetacolacb,Directed
rx_512,UTPamb,Directed
carbamoylcphosphatearb,rx_513,Directed
dUTPamb,rx_514,Directed
Piarb,rx_515,Directed
PPiarb,rx_516,Directed
_hcbetacDcglucuronosylchcbetacDcgalactosylchcbetacDcgalactosylcOcbetacDcxylosylproteinagb,rx_517,Directed
UDPcNcacetylglucosamineagb,rx_518,Directed
rx_519,UDPagb,Directed
UDPcglucuronateagb,rx_520,Directed
HhOagb,rx_521,Directed
PAPSagb,rx_522,Directed
rx_523,acetateagb,Directed
rx_524,PAPagb,Directed
rx_525,ADPacb,Directed
rx_526,CMPacb,Directed
cholineacb,rx_527,Directed
ethanolamineacb,rx_528,Directed
inositolacb,rx_529,Directed
rx_530,_hcbetacDcglucuronosylchcbetacDcgalactosylchcbetacDcgalactosylcOcbetacDcxylosylproteinagb,Directed
ferrocytochrome_Camb,rx_531,Directed
Hfamb,rx_532,Directed
Ohamb,rx_533,Directed
rx_534,ferricytochrome_Camb,Directed
rx_535,Hfacb,Directed
rx_536,HhOamb,Directed
ferricytochrome_Camb,rx_537,Directed
ubiquinolamb,rx_538,Directed
rx_539,ferrocytochrome_Camb,Directed
rx_540,ubiquinoneamb,Directed
Hfacb,rx_541,Directed
HMGcCoAacb,rx_542,Directed
rx_543,dRecmevalonateacb,Directed
rx_544,CoAacb,Directed
rx_545,NADPfacb,Directed
